pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.106813996316759	0.211190012689055	0.184706471207739	0.440361129765404	1.26924997342578	87	ABCD1,PSMD1,ABCA2,OS9,ADRM1,PSMD7,ABCA7,ABCF1,ABCC10,ABCG1,PSMA5,ABCB1,PSMD12,ABCC3,ERLIN1,ERLEC1,PSMD6,ABCB10,PSMD3,PSMD14,PSMD2,PEX19,RNF185,EIF2S2,ABCC6,PSMA6
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.00740057206942737	0.0322404113638004	0.407017918923954	0.755354339585651	1.66371623047073	18	ABCD1,ABCA2,ABCA7,ABCG1,PEX19
REACTOME_ABC_TRANSPORTER_DISORDERS	0.549532710280374	0.640356222170143	0.0707899094502623	0.341428044353199	0.941722795064208	63	ABCD1,PSMD1,OS9,ADRM1,PSMD7,PSMA5,PSMD12,ERLIN1,ERLEC1,PSMD6,PSMD3,PSMD14,PSMD2,RNF185,ABCC6,PSMA6
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.642126789366053	0.718891542860541	0.0675188953767744	-0.381273495525947	-0.874317204384361	20	CDC26,CDC16,ANAPC4
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.187628865979381	0.310697261944352	0.144630528034484	-0.576939833346652	-1.26809304346595	17	E2F2,CDKN1B,TFDP1,CCND3,E2F1,CDK6
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.0502132441173591	0.128880659901222	0.321775918075361	0.635376722073344	1.45602339149431	23	NELFB,POLR2A,GTF2F1,SUPT5H,CTDP1,NELFA,NELFCD,POLR2I,POLR2E,POLR2B,POLR2D,POLR2L,POLR2J
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.163346613545817	0.280543254491328	0.153158808683073	0.643587516796062	1.29449845269101	13	CHRNA5,CHRNE,CHRNA4
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.0300695185024234	0.0862973443405469	0.352487857583619	0.733522943401615	1.57648205806491	16	VAMP2,PPFIA1,STX1A,TSPOAP1,STXBP1,SNAP25,CPLX1
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.233739837398374	0.362375184154526	0.126875729929857	0.633490163451052	1.2138987477245	10	PLCB2,GNA11,PLCB1,GNA15,PRKCA
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.528409090909091	0.62171052631579	0.0734381410838857	0.391137352400914	0.95544376628883	31	ARRB2,MIB2,ARRB1,DTX2,APH1A,PSEN2,DLL1,NUMB,PSEN1,MIB1
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	0.251533742331288	0.38479665217568	0.122107920287081	0.611915860131012	1.19935655631531	11	GRB2,PTPN11,BDNF,NTF4
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.19921875	0.325226369257951	0.135740943810425	0.53558522785306	1.22734213074121	23	IRAK1,TAB1,NOD2,MAPK14,MAPKAPK2,MAP3K7,TRAF6
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.332053742802303	0.464321608040201	0.0999276973731092	0.453889948674297	1.08762610255875	28	CAMKK2,CALM1,TUBA1A,PRKAB1,TUBB4B,PRKAG2,TUBB6,TUBA1C,MAPT,PRKAA2,TUBA3D
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.0096337476438521	0.0391565226814634	0.380730400722792	0.549545532389936	1.51270755505932	62	RARA,EP300,POLR2A,RXRA,WDR5,MAFB,CTCF,HDAC3,DPY30,NCOR1,POLR2I,ASH2L,PAGR1,RBBP7,RBBP5,POLR2E,POLR2B,POLR2D,EZH2,POLR2L,HOXC4,PIAS2,POLR2J,ZNF335
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.191397849462366	0.315646330007029	0.14641623786055	-0.413900079179884	-1.17424907649728	62	PSMC5,PSMD8,CDC26,UBB,CDC16,PSMB6,CDC20,PSMC3,ANAPC4,PSMB7,PSMC4,PSMB5,PTTG1,PSMB2,UBA52,PSMB3
