pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.971751412429379	1	0.10027910675413	-0.194479908855822	-0.725945087657721	84	CFTR,ABCA12,ABCD3,ABCA6,ABCC3,ABCB4,ABCA5
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.348571428571429	0.734766439909297	0.122679189568808	-0.420933208395808	-1.10365423923694	16	ABCA12,ABCD3,ABCA6,ABCA5
REACTOME_ABC_TRANSPORTER_DISORDERS	0.523148148148148	0.899316383558963	0.128142916898415	-0.281953698495243	-0.988539394926728	62	CFTR,ABCB11,ABCA12,ABCC8,ABCB4,LMBRD1
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.830357142857143	1	0.0406579344155557	0.309209262884146	0.735968023150395	19	ANAPC1,RB1,UBE2D1,UBE2S,ANAPC11
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.79608938547486	1	0.0723570851036907	-0.289582764989812	-0.780671925814463	17	E2F2,CCNE1,TFDP2,CDK2
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.966666666666667	1	0.0667426134241917	-0.211146838156484	-0.575311680167296	19	GTF2F2,POLR2K,POLR2A,POLR2I,POLR2J,POLR2B,SUPT4H1,POLR2G,GTF2F1,POLR2E,SUPT5H,POLR2C,POLR2F,CTDP1,NCBP1,POLR2H,POLR2D,NCBP2,POLR2L
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.568181818181818	0.949113779302459	0.062249042949858	0.452750668367278	0.938939377292269	10	CHRNA3,CHRND,CHRNA6,CHRNA1
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.651908396946565	1	0.0529129848430583	0.377451013730165	0.859952300728772	15	SNAP25,CPLX1,PPFIA2,PPFIA4,SLC18A3
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.125	0.424552429667519	0.158514105424824	0.654103529051981	1.35651607642581	10	GNA14,PLCB2,PRKCA,MARCKS,PLCB1,GNAQ,GNA11
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.530898876404494	0.907379289401761	0.0585937568945671	0.364261050909425	0.947948346796763	30	DTX1,DLL4,DLK1,ARRB2,NEURL1B,DNER,ADAM10,APH1B,UBB,ARRB1
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	0.694805194805195	1	0.052805004567129	0.391119319739468	0.811124877733463	10	NTRK2,NRAS,GRB2
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.909352517985612	1	0.0348652196832942	0.2659175128782	0.655456080293948	23	MAPK11,NOD1,MAP2K3,UBB,MAPKAPK2,IRAK1,UBC
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.78520625889047	1	0.0411544018789903	0.303142959464868	0.767851264960542	26	TUBB1,TUBB3,TUBB6,CALM1,TUBB2B,PRKAB1
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.998719590268886	1	0.024285888595648	0.171842187865945	0.492407263838637	56	RARB,HOXB4,HOXB2,PAX6,PBX1,RARA,JUN,POLR2L,HOXD1
