ENTREZID	logFC	AveExpr	t	P.Value	adj.P.Val	B	SYMBOL	significance	delabel
1	0.405257496526267	1.32364772845725	4.80723233022674	6.82205146201274e-06	6.28782184807982e-05	3.5003601225945	A1BG	Not_significant	NA
100	0.265850377253576	2.6586371826494	3.17018837393015	0.00214127217974422	0.00813800913004794	-2.08845695961577	ADA	Not_significant	NA
1000	0.391110584721274	0.284391931148892	2.02714456164477	0.0458904874931265	0.0990918813502553	-4.41528326023037	CDH2	Not_significant	NA
10000	0.12606392028772	5.8391142731569	2.72478067582392	0.00786019540790996	0.0236863544005123	-3.67878436000339	AKT3	Not_significant	NA
100008587	0.0464087356662625	0.84226225532035	0.392995778626863	0.69534056826043	0.791753737612467	-6.43888096732834	RNA5-8SN5	Not_significant	NA
100008588	-0.316976163688887	10.0499525979657	-2.18708598610706	0.031579337599258	0.0738073082167309	-4.85899539926876	RNA18SN5	Not_significant	NA
100008589	-0.0752669961241228	12.6121684080048	-0.543260590873687	0.588421501303668	0.706105801564402	-6.91316232984652	RNA28SN5	Not_significant	NA
100009667	-0.0905821644566274	1.77757930961394	-2.03437966114044	0.0451394386864068	0.0977248011554345	-4.67629495299882	POU5F1P5	Not_significant	NA
100009676	-0.0363748076811814	3.01380897029171	-1.246286052753	0.216201632454762	0.337287572458923	-6.12987879431737	ZBTB11-AS1	Not_significant	NA
10001	-0.163717063034748	4.57523959446469	-4.80168053902192	6.97130774831558e-06	6.39456708515235e-05	3.06410360443854	MED6	Not_significant	NA
10002	0.255619846703288	-0.119479160420421	2.80647566496381	0.0062528106818148	0.0196749832820952	-2.6307951756295	NR2E3	Not_significant	NA
10003	-0.082681977001954	3.19881337933677	-1.14152517270099	0.256968003333252	0.38459333053513	-6.28622496102325	NAALAD2	Not_significant	NA
100033411	-0.182811033687879	0.948884300009564	-2.01210607720391	0.0474859250236068	0.101802943013093	-4.58478986129051	DUXB	Not_significant	NA
100033416	0.016952200610195	-1.47533544972401	0.138602050097747	0.890103819888925	0.932735847091095	-6.04091602269529	SNORD116-4	Not_significant	NA
100033425	-0.0643773648953103	-1.40286775742807	-0.442066660028237	0.659602568314235	0.764507886564799	-5.97306250032472	SNORD116-13	Not_significant	NA
100033426	-0.00175281031313657	-1.51176209075602	-0.0135797226623163	0.9891982072055	0.993434430943533	-6.04443419104929	SNORD116-14	Not_significant	NA
